"","FechaInicio","Delito","Categoria","Sexo","Edad","CalidadJuridica","FechaHecho","HoraHecho","HoraInicio","geopoint","AlcaldiaHechos","ColoniaHechos","persona_fisica"
"1162","28/12/2019","ROBO A NEGOCIO SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",36,"VICTIMA Y DENUNCIANTE","27/12/2019",20:06:00,15:36:00,"19.3254621006,-99.2641993552","ALVARO OBREGON","SAN BARTOLO AMEYALCO",TRUE
"1163","28/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",25,"VICTIMA Y DENUNCIANTE","28/12/2018",10:55:00,16:00:00,"19.294212704,-99.1214886871","TLALPAN","RESIDENCIAL VILLA COAPA SUPER MANZANA 8",TRUE
"1164","28/12/2019","NARCOMENUDEO POSESION SIMPLE","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","28/12/2019",15:30:00,16:10:00,"19.4552813153,-99.1430926304","CUAUHTEMOC","NONOALCO TLATELOLCO",FALSE
"1165","28/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Masculino",21,"VICTIMA Y DENUNCIANTE","27/12/2019",14:30:00,16:12:00,"19.4939550979,-99.0741079996","GUSTAVO A MADERO","SAN FELIPE DE JESÚS",TRUE
"1166","28/12/2019","ROBO A CASA HABITACION SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Femenino",41,"VICTIMA Y DENUNCIANTE","24/12/2019",17:30:00,16:24:00,"19.3861811032,-99.1247190996","IZTACALCO","SANTIAGO SUR",TRUE
"1167","28/12/2019","ROBO A CASA HABITACION SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",75,"VICTIMA Y DENUNCIANTE","28/12/2019",00:30:00,16:27:00,"19.336959761,-99.1719363741","COYOACAN","PEDREGAL DE SANTO DOMINGO",TRUE
"1168","28/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",58,"VICTIMA Y DENUNCIANTE","27/12/2019",21:00:00,16:27:00,"19.3910435491,-99.0431919246","IZTAPALAPA","JUAN ESCUTIA",TRUE
"1169","28/12/2019","ABUSO DE CONFIANZA","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","28/11/2019",10:00:00,16:42:00,"19.4273918049,-99.165647092","CUAUHTEMOC","JUÁREZ",FALSE
"1170","28/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","19/11/2019",12:00:00,16:44:00,"19.4203373961,-99.1684707995","CUAUHTEMOC","ROMA NORTE",TRUE
"1171","28/12/2019","ROBO A TRANSEUNTE EN NEGOCIO CON VIOLENCIA","DELITO DE BAJO IMPACTO","Femenino",44,"VICTIMA Y DENUNCIANTE","28/12/2019",14:00:00,16:46:00,"19.2936290207,-99.1067269719","TLALPAN","GRANJAS COAPA",TRUE
"1172","28/12/2019","LESIONES INTENCIONALES","DELITO DE BAJO IMPACTO","Masculino",35,"VICTIMA Y DENUNCIANTE","28/12/2019",08:00:00,17:00:00,"19.3034913512,-99.0532737897","TLAHUAC","LAS ARBOLEDAS",TRUE
"1173","28/12/2019","ABUSO DE AUTORIDAD","DELITO DE BAJO IMPACTO","Femenino",55,"VICTIMA Y DENUNCIANTE","27/12/2019",11:40:00,17:02:00,"19.3672550366,-99.1520650466","BENITO JUAREZ","PORTALES SUR",TRUE
"1174","28/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",51,"VICTIMA Y DENUNCIANTE","24/12/2019",22:30:00,17:07:00,"19.3078573146,-99.2496787528","LA MAGDALENA CONTRERAS","EL ROSAL",TRUE
"1175","28/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",44,"VICTIMA Y DENUNCIANTE","23/12/2019",10:00:00,17:21:00,"19.4318312013,-99.1805823999","MIGUEL HIDALGO","ANZURES",TRUE
"1176","28/12/2019","ROBO A NEGOCIO SIN VIOLENCIA","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","28/12/2019",16:15:00,17:25:00,"19.3828896328,-99.0819500582","IZTAPALAPA","CENTRAL DE ABASTO",FALSE
"1177","28/12/2019","ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO","DELITO DE BAJO IMPACTO","Masculino",46,"VICTIMA Y DENUNCIANTE","27/12/2019",21:00:00,17:27:00,"19.4189983038,-99.1640264999","CUAUHTEMOC","ROMA NORTE",TRUE
"1178","28/12/2019","POSESION DE VEHICULO ROBADO","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","28/12/2019",16:25:00,17:47:00,"19.3617518007,-99.0023685169","IZTAPALAPA","SANTA MARTHA ACATITLA",FALSE
"1179","28/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",47,"VICTIMA Y DENUNCIANTE","28/12/2019",16:00:00,17:47:00,"19.2685441955,-99.0996349","XOCHIMILCO","BARRIO LA ASUNCIÓN",TRUE
"1180","28/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Masculino",32,"VICTIMA Y DENUNCIANTE","28/12/2019",10:00:00,17:48:00,"19.4592975038,-99.1877513901","MIGUEL HIDALGO","TACUBA",TRUE
"1181","28/12/2019","ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",46,"VICTIMA Y DENUNCIANTE","27/12/2019",22:45:00,17:51:00,"19.3916357973,-99.0557267999","IZTAPALAPA","TEPALCATES",TRUE
"1182","28/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","10/05/2019",08:00:00,17:53:00,"19.3843053183,-99.0718339708","IZTAPALAPA","LEYES DE REFORMA 3A SECCIÓN",TRUE
"1183","28/12/2019","ACOSO SEXUAL","DELITO DE BAJO IMPACTO","Femenino",27,"VICTIMA Y DENUNCIANTE","25/12/2019",02:00:00,17:57:00,"19.4585324993,-99.1814908002","MIGUEL HIDALGO","POPOTLA",TRUE
"1184","28/12/2019","ROBO DE VEHICULO DE PEDALES","DELITO DE BAJO IMPACTO","Masculino",21,"VICTIMA Y DENUNCIANTE","28/12/2019",16:30:00,17:57:00,"19.4416046438,-99.183129398","MIGUEL HIDALGO","ANAHUAC",TRUE
"1185","28/12/2019","LESIONES CULPOSAS","DELITO DE BAJO IMPACTO","Femenino",1,"VICTIMA","28/12/2019",13:35:00,18:01:00,NA,"CUAJIMALPA DE MORELOS",NA,TRUE
"1186","28/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",23,"VICTIMA Y DENUNCIANTE","28/12/2019",11:00:00,18:09:00,"19.4861681011,-99.1821391999","AZCAPOTZALCO","LOS REYES",TRUE
"1187","28/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",23,"VICTIMA Y DENUNCIANTE","26/12/2019",23:00:00,18:10:00,"19.4897214936,-99.2010372968","AZCAPOTZALCO","TEZOZOMOC",TRUE
"1188","28/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Masculino",43,"VICTIMA Y DENUNCIANTE","28/12/2019",13:30:00,18:19:00,"19.2720492289,-99.1733749793","TLALPAN","PEDREGAL DE LAS ÁGUILAS",TRUE
"1189","28/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA",NA,NA,"VICTIMA","20/12/2019",13:00:00,18:22:00,NA,"CUAUHTEMOC",NA,FALSE
"1190","28/12/2019","ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA Y DENUNCIANTE","28/12/2019",17:30:00,18:58:00,"19.4326505294,-99.1590233003","CUAUHTEMOC","SAN RAFAEL",TRUE
"1191","28/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",0,"VICTIMA Y DENUNCIANTE","28/12/2019",12:30:00,18:59:00,"19.4445248976,-99.1371622995","CUAUHTEMOC","MORELOS",TRUE
"1192","28/12/2019","ROBO A PASAJERO A BORDO DE TAXI CON VIOLENCIA","ROBO A PASAJERO A BORDO DE TAXI CON VIOLENCIA","Masculino",24,"VICTIMA Y DENUNCIANTE","28/12/2019",02:30:00,19:02:00,"19.3392108802,-99.1371413413","COYOACAN","EDUCACIÓN",TRUE
"1193","28/12/2019","ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA","ROBO DE VEHÍCULO CON Y SIN VIOLENCIA","Masculino",49,"VICTIMA Y DENUNCIANTE","27/12/2019",09:00:00,19:21:00,"19.3742732513,-99.0694265342","IZTAPALAPA","LEYES DE REFORMA 3A SECCIÓN",TRUE
"1194","28/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",36,"VICTIMA Y DENUNCIANTE","28/12/2019",14:00:00,19:30:00,"19.3511831863,-98.9982419589","IZTAPALAPA","LOMAS DE ZARAGOZA",TRUE
"1195","28/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Masculino",74,"VICTIMA Y DENUNCIANTE","15/12/2019",13:30:00,19:44:00,"19.3689509103,-99.0278911344","IZTAPALAPA","EJERCITO DE ORIENTE ZONA PEÑON",TRUE
"1196","28/12/2019","TENTATIVA DE EXTORSION","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","20/12/2019",23:30:00,19:45:00,"19.4486543007,-99.1047779293","VENUSTIANO CARRANZA","5O TRAMO 20 DE NOVIEMBRE",TRUE
"1197","28/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Femenino",19,"VICTIMA","28/12/2019",19:00:00,20:00:00,"19.4282572009,-99.1327046995","CUAUHTEMOC","CENTRO",TRUE
"1198","28/12/2019","ROBO DE OBJETOS","DELITO DE BAJO IMPACTO","Masculino",49,"VICTIMA Y DENUNCIANTE","28/12/2019",17:20:00,20:11:00,"19.2656621544,-99.1652535757","TLALPAN","SAN PEDRO MÁRTIR",TRUE
"1199","28/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Femenino",20,"VICTIMA Y DENUNCIANTE","26/12/2019",11:00:00,20:12:00,"19.3202477805,-99.1387441964","COYOACAN","PUEBLO DE SAN PABLO TEPETLAPA",TRUE
"1200","28/12/2019","PERDIDA DE LA VIDA POR OTRAS CAUSAS","HECHO NO DELICTIVO","Masculino",55,"CADAVER","28/12/2019",19:38:00,20:19:00,"19.3593043001,-99.0917572003","IZTAPALAPA","SAN PABLO - BARRIO",TRUE
"1201","28/12/2019","ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA","ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA","Femenino",41,"VICTIMA Y DENUNCIANTE","28/12/2019",05:15:00,20:31:00,"19.3902514703,-99.044003344","IZTAPALAPA","JUAN ESCUTIA",TRUE
"1202","28/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Masculino",50,"VICTIMA Y DENUNCIANTE","28/12/2019",14:00:00,20:39:00,"19.4666414948,-99.0757760613","GUSTAVO A MADERO","EX EJIDO SAN JUAN DE ARAGÓN SECTOR 32",TRUE
"1203","28/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Masculino",38,"VICTIMA Y DENUNCIANTE","28/12/2019",10:30:00,20:40:00,"19.3219488025,-99.0376276997","IZTAPALAPA","DESARROLLO URBANO QUETZALCOATL",TRUE
"1204","28/12/2019","PRIVACION DE LA LIBERTAD PERSONAL","DELITO DE BAJO IMPACTO","Femenino",44,"VICTIMA Y DENUNCIANTE","26/12/2019",07:30:00,20:42:00,"19.3392379472,-99.1078231932","IZTAPALAPA","PUEBLO CULHUACÁN",TRUE
"1205","28/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Masculino",48,"VICTIMA Y DENUNCIANTE","21/12/2019",08:00:00,20:43:00,"19.3859323831,-99.0600751758","IZTAPALAPA","UNIDAD EJÉRCITO CONSTITUCIONALISTA",TRUE
"1206","28/12/2019","DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL","DELITO DE BAJO IMPACTO","Masculino",61,"VICTIMA Y DENUNCIANTE","28/12/2019",17:00:00,20:52:00,"19.4265433847,-99.1085775116","VENUSTIANO CARRANZA","MOCTEZUMA 1A SECCIÓN",TRUE
"1207","28/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",41,"VICTIMA Y DENUNCIANTE","28/12/2019",18:15:00,20:56:00,"19.3347471919,-99.3028236648","CUAJIMALPA DE MORELOS","SAN MATEO TLALTENANGO",TRUE
"1208","28/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Femenino",51,"VICTIMA Y DENUNCIANTE","26/12/2019",11:00:00,20:59:00,"19.3494720483,-99.1130020396","IZTAPALAPA","VALLE DEL SUR",TRUE
"1209","28/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",18,"VICTIMA Y DENUNCIANTE","27/12/2019",15:00:00,21:10:00,"19.3156250743,-99.2567311792","LA MAGDALENA CONTRERAS","SAN BERNABÉ OCOTEPEC",TRUE
"1210","28/12/2019","LESIONES INTENCIONALES POR ARMA BLANCA","DELITO DE BAJO IMPACTO","Masculino",28,"LESIONADO","28/12/2019",19:15:00,21:10:00,"19.3386652315,-99.1920896975","ALVARO OBREGON","SAN ANGEL",TRUE
"1211","28/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",53,"VICTIMA Y DENUNCIANTE","28/12/2019",18:30:00,21:20:00,"19.3710253003,-99.1174707996","IZTAPALAPA","EL SIFÓN",TRUE
"1212","28/12/2019","PERDIDA DE LA VIDA POR PARO CARDIACO","HECHO NO DELICTIVO","Masculino",45,"CADAVER","28/12/2019",17:20:00,21:29:00,"19.4509415034,-99.1688279001","MIGUEL HIDALGO","SANTO TOMAS",TRUE
"1213","28/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",16,"VICTIMA","28/12/2019",17:20:00,21:32:00,"19.3830903022,-99.0394315","IZTAPALAPA","CHINAMPAC DE JUÁREZ",TRUE
"1214","28/12/2019","LESIONES INTENCIONALES","DELITO DE BAJO IMPACTO","Masculino",19,"VICTIMA Y DENUNCIANTE","25/12/2019",10:30:00,21:34:00,"19.1942040996,-99.0267076001","MILPA ALTA","SANTA MARTHA (VILLA MILPA ALTA)",TRUE
"1215","28/12/2019","ROBO A NEGOCIO SIN VIOLENCIA","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","28/12/2019",21:00:00,21:58:00,"19.3818977972,-99.0828298237","IZTAPALAPA","CENTRAL DE ABASTO",FALSE
"1216","28/12/2019","ROBO A CASA HABITACION SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","28/12/2019",20:40:00,22:21:00,"19.4524444,-99.1727726001","MIGUEL HIDALGO","SANTO TOMAS",TRUE
"1217","28/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Masculino",46,"VICTIMA Y DENUNCIANTE","20/12/2019",17:30:00,22:32:00,"19.4308608552,-99.1324112672","CUAUHTEMOC","CENTRO",TRUE
"1218","28/12/2019","ROBO A NEGOCIO CON VIOLENCIA","ROBO A NEGOCIO CON VIOLENCIA","Masculino",20,"VICTIMA Y DENUNCIANTE","28/12/2019",21:30:00,22:32:00,"19.4657622783,-99.111755504","GUSTAVO A MADERO","BONDOJITO",TRUE
"1219","28/12/2019","ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA","ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA","Masculino",48,"VICTIMA Y DENUNCIANTE","28/12/2019",21:25:00,22:33:00,"19.4130595164,-99.0569210443","IZTACALCO","AGRÍCOLA PANTITLAN",TRUE
"1220","28/12/2019","LESIONES INTENCIONALES POR GOLPES","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","26/12/2019",23:00:00,23:02:00,"19.4326329594,-99.1040799422","VENUSTIANO CARRANZA","MOCTEZUMA 2A SECCIÓN",TRUE
"1221","28/12/2019","ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO","DELITO DE BAJO IMPACTO","Masculino",41,"VICTIMA Y DENUNCIANTE","28/12/2019",16:00:00,23:34:00,"19.2847413033,-99.2372625","TLALPAN","PEDREGAL DE SAN NICOLÁS 3A SECCIÓN",TRUE
"1222","28/12/2019","ROBO A CASA HABITACION SIN VIOLENCIA","DELITO DE BAJO IMPACTO","Femenino",63,"VICTIMA Y DENUNCIANTE","28/12/2019",13:00:00,23:48:00,"19.3257412739,-99.1468167875","COYOACAN","NUEVA DIAZ ORDAZ",TRUE
"1223","28/12/2019","DAÑO EN PROPIEDAD AJENA INTENCIONAL","DELITO DE BAJO IMPACTO","Masculino",54,"VICTIMA Y DENUNCIANTE","22/12/2019",09:00:00,23:51:00,"19.2877351955,-98.9997439003","TLAHUAC","SELENE 1A. SECCION",TRUE
"1224","28/12/2019","ROBO DE MOTOCICLETA CON VIOLENCIA","ROBO DE VEHÍCULO CON Y SIN VIOLENCIA","Masculino",29,"VICTIMA Y DENUNCIANTE","28/12/2019",20:20:00,23:56:00,"19.4744625036,-99.2079996002","AZCAPOTZALCO","SANTIAGO AHUIZOTLA",TRUE
"1225","28/12/2019","ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA","ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA","Femenino",29,"VICTIMA Y DENUNCIANTE","28/12/2019",21:30:00,23:57:00,"19.3073719508,-99.2685265755","LA MAGDALENA CONTRERAS","AMPLIACIÓN LOMAS DE SAN BERNABÉ",TRUE
"1226","29/12/2019","DDH RELACIONADAS","HECHO NO DELICTIVO","Masculino",46,"VICTIMA Y DENUNCIANTE","29/12/2019",00:15:00,00:38:00,NA,"BENITO JUAREZ",NA,TRUE
"1227","29/12/2019","ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA","ROBO DE VEHÍCULO CON Y SIN VIOLENCIA","Masculino",51,"VICTIMA Y DENUNCIANTE","28/12/2019",21:45:00,00:50:00,"19.3549569907,-99.1333672627","COYOACAN","CAMPESTRE CHURUBUSCO",TRUE
"1228","29/12/2019","EXTORSION","DELITO DE BAJO IMPACTO","Masculino",47,"VICTIMA Y DENUNCIANTE","20/11/2019",13:30:00,01:03:00,"19.3456949975,-99.1025956002","IZTAPALAPA","ZONA URBANA EJIDAL LOS REYES CULHUACAN",TRUE
"1229","29/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",46,"VICTIMA Y DENUNCIANTE","28/12/2019",23:00:00,01:29:00,"19.4446243017,-99.1452172998","CUAUHTEMOC","GUERRERO",TRUE
"1230","29/12/2019","VIOLACION","VIOLACIÓN","Femenino",22,"VICTIMA Y DENUNCIANTE","28/12/2019",20:30:00,01:49:00,NA,"MIGUEL HIDALGO",NA,TRUE
"1231","29/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",29,"VICTIMA Y DENUNCIANTE","28/12/2019",23:00:00,02:10:00,"19.4300537994,-99.0989092914","VENUSTIANO CARRANZA","MOCTEZUMA 2A SECCIÓN",TRUE
"1232","29/12/2019","ABUSO DE AUTORIDAD","DELITO DE BAJO IMPACTO","Masculino",50,"VICTIMA Y DENUNCIANTE","28/12/2019",22:30:00,02:51:00,NA,"IZTAPALAPA",NA,TRUE
"1233","29/12/2019","ROBO DE ACCESORIOS DE AUTO","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","29/12/2019",02:40:00,03:40:00,"19.4025592804,-99.1402151162","BENITO JUAREZ","ÁLAMOS",FALSE
"1234","29/12/2019","HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","Masculino",31,"CADAVER","29/12/2019",03:00:00,04:00:00,"19.326179722,-99.1004660145","IZTAPALAPA","SANTA MARÍA TOMATLÁN",TRUE
"1235","29/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",29,"VICTIMA Y DENUNCIANTE","28/12/2019",23:00:00,05:35:00,"19.3511146358,-99.1314189513","COYOACAN","CAMPESTRE CHURUBUSCO",TRUE
"1236","29/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA","29/12/2019",05:20:00,05:38:00,"19.4277646128,-99.16674859","CUAUHTEMOC","CUAUHTÉMOC",TRUE
"1237","29/12/2019","LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION","DELITO DE BAJO IMPACTO","Masculino",69,"VICTIMA",NA,NA,06:57:00,NA,"VENUSTIANO CARRANZA",NA,TRUE
"1238","29/12/2019","LESIONES INTENCIONALES POR ARMA BLANCA","DELITO DE BAJO IMPACTO","Masculino",44,"LESIONADO","29/12/2019",01:20:00,07:37:00,NA,"GUSTAVO A MADERO",NA,TRUE
"1239","29/12/2019","LESIONES INTENCIONALES POR ARMA DE FUEGO","LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO","Masculino",38,"LESIONADO","29/12/2019",06:57:00,07:56:00,"19.4037236797,-99.0768414104","IZTACALCO","AGRÍCOLA ORIENTAL",TRUE
"1240","29/12/2019","LESIONES INTENCIONALES POR ARMA DE FUEGO","LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO","Masculino",NA,"LESIONADO","28/12/2019",18:15:00,08:27:00,NA,"COYOACAN",NA,TRUE
"1241","29/12/2019","DAÑO EN PROPIEDAD AJENA INTENCIONAL","DELITO DE BAJO IMPACTO","Masculino",64,"VICTIMA Y DENUNCIANTE","29/12/2019",04:00:00,08:52:00,"19.427069399,-99.1456059","CUAUHTEMOC","DOCTORES",TRUE
"1242","29/12/2019","ROBO A TRANSEUNTE EN NEGOCIO CON VIOLENCIA","DELITO DE BAJO IMPACTO","Femenino",20,"VICTIMA Y DENUNCIANTE","28/12/2019",21:30:00,09:26:00,"19.264895534,-99.1632673411","TLALPAN","SAN PEDRO MÁRTIR",TRUE
"1243","29/12/2019","ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA","ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA","Femenino",28,"VICTIMA Y DENUNCIANTE","29/12/2019",06:10:00,09:36:00,"19.4396919989,-99.1181419998","VENUSTIANO CARRANZA","MORELOS",TRUE
"1244","29/12/2019","ROBO A NEGOCIO SIN VIOLENCIA","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","29/12/2019",09:17:00,10:10:00,"19.3642198048,-99.2888102953","CUAJIMALPA DE MORELOS","SAN JOSÉ DE LOS CEDROS",FALSE
"1245","29/12/2019","NARCOMENUDEO POSESION SIMPLE","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","29/12/2019",09:35:00,10:32:00,"19.4481832028,-99.1302087999","CUAUHTEMOC","MORELOS",FALSE
"1246","29/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",43,"VICTIMA Y DENUNCIANTE","29/12/2019",08:00:00,10:32:00,"19.4118745362,-99.1296187873","CUAUHTEMOC","PAULINO NAVARRO",TRUE
"1247","29/12/2019","ROBO DE VEHICULO DE PEDALES","DELITO DE BAJO IMPACTO","Masculino",57,"VICTIMA Y DENUNCIANTE","23/12/2019",16:20:00,10:35:00,"19.3800127917,-99.1870815448","BENITO JUAREZ","SAN JUAN",TRUE
"1248","29/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",30,"VICTIMA","29/12/2019",10:20:00,10:51:00,"19.4168214718,-99.1208581598","VENUSTIANO CARRANZA","EL PARQUE",TRUE
"1249","29/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA","13/09/2018",12:00:00,11:12:00,"19.399675189,-99.1424244584","BENITO JUAREZ","ÁLAMOS",TRUE
"1250","29/12/2019","RESISTENCIA DE PARTICULARES (SE OPONGA O RESISTA)","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","29/12/2019",10:45:00,11:24:00,"19.4448175226,-99.1451883293","CUAUHTEMOC","GUERRERO",TRUE
"1251","29/12/2019","AMENAZAS","DELITO DE BAJO IMPACTO","Femenino",41,"VICTIMA Y DENUNCIANTE","28/12/2019",22:40:00,11:42:00,"19.2014145609,-99.1415398722","TLALPAN","SAN MIGUEL TOPILEJO",TRUE
"1252","29/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",40,"VICTIMA Y DENUNCIANTE","15/12/2019",13:00:00,11:54:00,"19.3235674968,-99.1135226997","COYOACAN","UNIDAD OBRERO HAB. CULHUACAN",TRUE
"1253","29/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Femenino",18,"VICTIMA Y DENUNCIANTE","29/12/2016",08:00:00,11:56:00,"19.3457404016,-99.0116058996","IZTAPALAPA","2A. AMPLIACIÓN SANTIAGO ACAHUALTEPEC",TRUE
"1254","29/12/2019","DESPOJO","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","28/11/2019",12:00:00,12:06:00,"19.4340198989,-99.1956011997","MIGUEL HIDALGO","POLANCO",TRUE
"1255","29/12/2019","ABUSO DE CONFIANZA","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","17/10/2019",10:00:00,12:24:00,"19.4336296004,-99.1788567003","MIGUEL HIDALGO","ANZURES",FALSE
"1256","29/12/2019","FRAUDE","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA Y DENUNCIANTE","20/05/2016",12:00:00,12:24:00,"19.3855176062,-99.1865666205","BENITO JUAREZ","SAN PEDRO DE LOS PINOS",TRUE
"1257","29/12/2019","ROBO DE ACCESORIOS DE AUTO","DELITO DE BAJO IMPACTO","Femenino",37,"VICTIMA Y DENUNCIANTE","28/12/2019",22:00:00,12:25:00,"19.3880859308,-99.0682125409","IZTACALCO","AGRÍCOLA ORIENTAL",TRUE
"1258","29/12/2019","ROBO DE OBJETOS","DELITO DE BAJO IMPACTO","Femenino",NA,"VICTIMA Y DENUNCIANTE","29/11/2019",22:00:00,12:30:00,"19.4037936978,-99.1631623003","CUAUHTEMOC","ROMA SUR",TRUE
"1259","29/12/2019","VIOLENCIA FAMILIAR","DELITO DE BAJO IMPACTO","Masculino",NA,"VICTIMA","29/12/2019",08:00:00,12:45:00,NA,"GUSTAVO A MADERO",NA,TRUE
"1260","29/12/2019","ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA","DELITO DE BAJO IMPACTO","Femenino",54,"VICTIMA Y DENUNCIANTE","28/12/2019",15:30:00,12:48:00,"19.4900404146,-99.0749340962","GUSTAVO A MADERO","CAMPESTRE ARAGÓN",TRUE
"1261","29/12/2019","ROBO A NEGOCIO SIN VIOLENCIA","DELITO DE BAJO IMPACTO",NA,NA,"VICTIMA","29/12/2019",12:00:00,12:51:00,"19.4031419965,-99.1541518999","BENITO JUAREZ","PIEDAD NARVARTE",FALSE
